x,y
12.3748785918,80.4467462279
14.4759918361,83.0524956396
16.5739348414,92.5908761071
13.2998483432,74.2283330014
17.2240821583,76.9434666844
19.2350296935,69.9144722913
11.6720298825,71.1059532171
16.947120144,82.5208756467
19.1277998607,85.8927143577
13.2594529478,76.8243993729
18.2596067056,58.6759540015
16.8828743302,59.7940348022
15.559934564,83.22913934
16.7343381711,54.4992132724
10.2000283212,95.6151559132
10.9320463764,57.5705617585
16.9454203461,97.8688746464
13.0323087697,68.9637414571
17.7179777618,72.6055954858
10.0668100036,80.3042999081
17.6792765251,74.1093474428
12.8508279532,84.2698493969
13.3059951604,55.4501180674
11.8463895426,68.1767979724
12.1469599732,52.0587431163
15.66413012,53.9810440529
16.2737455021,93.9666127196
15.8362380676,55.7864497435
10.5540809523,62.0986003671
10.7365456781,69.1035593936
16.5344207263,88.6230041509
18.038634187,76.1782610267
18.7126645669,71.0130746953
17.2487436411,55.4088331131
10.4128527035,82.9874403403
10.2738308455,97.3850058989
14.2416179462,94.5085674185
14.0018878591,69.5276487239
14.8609464318,81.28517164
15.9027698724,88.1675356214
13.9816710658,53.8163214608
10.0652703407,89.2747703532
16.8807072288,71.744623595
14.4326123293,98.5355641152
16.5341571104,76.5065272254
14.9138467171,61.4066909468
12.8612849249,85.3470746744
14.3514044793,70.2833488988
17.4380091788,60.3733873225
12.2596852242,58.546900781
15.5749522431,77.5449700665
17.1237374567,83.5536688119
11.0943839558,52.1325587247
15.9036900577,72.4936501667
16.6157118882,75.2320037442
19.0568421171,89.6226494005
16.0724156608,75.9383656223
16.9032022417,87.7880473528
14.1038860488,68.6510748367
14.5179488645,62.3006324376
15.2586904709,50.7625742464
12.3271341858,55.549029754
19.5419876321,62.6593335856
18.4656163393,89.1597493617
15.197271235,95.9444448294
14.1197209286,62.8074715311
11.6385702104,70.71025043
13.3979999282,55.9783443488
17.0054707374,62.980395582
19.5879215808,51.986576795
14.6534197712,77.6719460481
12.2260650297,65.6830464837
18.6664494747,75.093956498
14.8544385914,93.1120734735
14.0751845592,70.5997126074
12.3001392698,78.5606379071
15.7306628916,73.8475310422
19.9981849942,77.1869827235
10.818402062,52.0028267549
16.0456191851,79.4741863159
19.6860410169,75.2598485801
12.8218836177,92.3811225958
16.1895188855,71.7701830753
13.983072356,81.3660412371
16.9153972087,98.4355862515
13.7382716035,62.968070569
12.2984623512,79.5922332988
19.1271422645,60.7414169954
13.4048801978,75.0344596683
11.503498478,66.5651342734
16.9126854467,80.4476366451
18.4821499695,77.1576979826
19.7745128904,88.8692895294
15.8644601932,56.2281726183
10.1876458905,74.2250128047
14.7245947752,88.8323804425
13.1559741808,88.7422963748
11.1326320872,56.3103205487
15.893347804,61.4357179653
16.912743648,75.2461128093
10.8881089305,89.8414094276
14.9866819116,94.5565074605
14.1342634199,79.6968307098
17.649755252,57.858952495
13.5842718493,50.8232367644
12.4673389244,65.436282406
17.990125795,98.9814364246
19.0581677561,51.1213055451
19.5525875547,58.6599801194
15.5328321174,92.3107702617
19.1076834552,69.8301796899
10.3893168804,63.2774955479
15.2061081344,60.1403577571
19.7447528069,91.1315652677
10.4067740523,88.29235069
15.9359016323,89.1226988433
11.6547875497,68.8261454253
11.0623698202,95.2432827661
11.3168385645,85.2224258581
12.120647583,96.8883630061
11.6995057895,61.2476606299
12.570346267,64.9585357757
12.7903791053,93.7082352063
13.9807683485,86.8033677861
18.3152118644,81.7744238527
16.3740619341,75.0412102148
15.0537149392,82.9213985263
12.0641963316,83.8744330505
17.1856291597,86.2414703554
17.5800819302,58.6298007266
14.1557655813,62.2713788134
18.608435223,66.5534370466
18.0028236967,56.2146414023
17.3917037872,83.7303536751
10.0642448731,52.6592618884
16.4234300118,75.832602942
16.0665711465,85.3527860205
15.4369728686,93.0297775319
18.6705439177,72.6571089613
13.5327613076,73.6096626544
19.7737023062,74.9554715216
16.7677951369,72.2390762403
18.3666967355,65.3034940198
16.444321574,54.3991128249
13.8911204768,83.1495704748
16.9454484943,98.7210444295
18.1522526427,87.0121643186
14.0531960083,53.3541313981
11.0878673461,90.2964058406
14.4545020968,85.4981923115
13.1192864824,65.7056477587
18.7169186949,78.9569679846
17.5039338054,56.1559320229
10.5597898536,89.5058953371
17.0733257,50.9578170485
19.9721292299,64.4468807887
10.8484571423,58.2146408925
13.9319765933,53.2531653355
17.8154421128,71.1133727148
16.7007033303,62.6904497033
11.4542694872,80.5704641511
11.5550970037,89.5716098569
17.5941827335,66.0492697784
15.9439044056,82.4763311017
17.2898692762,73.7297477243
11.5767173731,70.1283072342
14.2716086544,87.6100313548
16.4249846243,92.696653138
19.086400911,56.9010510836
14.0256120696,52.2266015326
19.2234347631,54.9820004595
13.7717578891,51.5338763799
15.9872805085,52.0818695852
14.2149435263,91.2677223457
14.7121595787,54.0628806909
16.8445876565,64.2736811695
13.5040681014,90.1608120968
17.9863750577,85.6655637593
11.1274201644,65.957448372
10.2767332602,83.385942599
12.4741507046,74.8435989359
15.6817015782,90.2920386747
10.4054856241,54.5297278584
14.1287283686,56.1358348326
18.9379077245,70.9344555631
12.8769630562,56.8273696115
11.9628820401,81.9454753348
16.1429877446,95.0647016911
16.7925609252,65.3381605344
16.7914261067,53.8727291228
18.5350394123,60.3489213012
15.6079378547,65.2068648224
14.3879323967,67.4663352951
12.5000217732,66.9000314357
17.062621844,75.6399932232
17.408267697,67.419257117
13.8664865056,87.2811746187
14.536704382,69.302057524
15.822551824,60.0982001944
18.5965847862,87.9680362146
15.8072575914,62.3933035331
17.991181328,70.5685080011
14.8662475276,56.94705532
16.782492217,62.9836666851
14.034239951,72.234769278
19.7273624778,68.473106335
18.310194923,75.8084425548
17.7032246596,59.8757432256
17.0161001908,74.2692257292
11.9581362097,55.3559063076
17.6512266186,77.4379823825
13.501448622,69.6132322916
13.8404009655,66.6819415024
10.4804675509,66.4148967891
10.9902198129,72.8215404334
12.6384887204,77.994061157
19.675047878,84.5572207722
19.5440452164,61.5679634948
18.5474460642,97.932696733
19.8260025436,63.5734247807
18.3231996133,79.0466359103
15.2764605072,89.5975411572
12.7673933584,97.6752600056
12.3169457673,82.4058239936
19.7860942973,73.1026813119
10.2806400776,77.1018012568
12.5383309001,65.0140245698
19.0930417407,56.3862904154
16.3567582838,63.3097333894
13.3406674716,96.7291899748
16.5903480205,77.070473278
13.9802297746,61.5116739969
19.5123844209,70.348514475
10.2329257129,50.7301652069
13.7622313727,96.0571256487
18.5713437711,73.7962028755
17.9915113676,73.4160116306
14.3805479376,59.4886894464
10.4859008318,88.5556835467
17.7704099412,65.2467292911
15.1794888758,57.425133388
11.7635610076,59.9492482824
13.6488105056,52.6543363506
14.9875070256,91.010184027
15.9454558025,62.2434770789
11.5519428264,99.8573840383
19.9487261234,68.0543832291
15.2572011603,87.4814340898
14.6763093958,62.1969613497
13.9401815272,51.9771588934
13.1646866465,66.673909059
11.9252956345,52.943159911
11.5421931487,94.2488681483
12.2645728165,77.4832242567
18.120985376,64.6620375488
15.0546360164,92.2767342617
12.5268494416,64.5855684928
11.5256631501,70.2177484239
14.5191488007,59.6023011925
17.0903662664,56.206106038
13.406708287,91.0513379607
16.9589203201,68.2499967824
10.9070520722,61.8889754672
13.7855299853,93.294581782
16.2049867496,81.3043403182
19.0391893523,80.7233075748
10.1606114493,51.4259285891
19.3387954317,94.1652236684
14.7315466469,93.8331613216
13.5320165742,69.0973058027
19.9752402165,71.1517572445
19.7777581622,85.082034324
15.8703703533,50.2404209782
13.6643006507,54.7058902979
15.2309824041,99.8931340294
14.5229099124,97.9449590678
12.1545969016,64.2545791197
13.444870177,65.8461803004
15.8192997638,89.1658769493
13.0486350344,89.236120653
19.680287125,53.7929241685
17.9393159603,82.0334813345
17.3182670218,90.4490332377
18.3474443564,71.0770740777
19.9730067522,94.2702779625
18.6251148075,81.3521893709
16.2385035242,51.4577627106
17.2460819697,95.2968384681
11.1902843035,82.5636174982
11.7022816593,77.2645974465
15.3272764652,59.8027653973
10.8852277598,98.874818218
18.8167381541,99.7438580011
19.6176853947,74.1617107644
14.402740622,76.0883609331
14.1986402202,57.7531216836
12.7223499748,69.4487336641
17.1387170746,95.8849559895
14.9122266862,81.4828825285
19.0773302854,91.0735971766
15.0221338075,91.5527560964
14.3674726012,83.448833982
17.3103343941,57.4564345571
13.2837509239,60.1863332744
11.6570023171,98.7113747214
19.4286625621,80.1224684333
12.9607722989,89.2141522139
18.3592963086,71.5999805516
16.0195154634,53.3471935964
17.4352167124,72.2453346911
15.5269987262,78.7276149166
10.7705781496,87.1073234522
18.650745591,63.8023663489
12.4793151796,77.3114437911
13.1011195051,76.8603386396
19.4306659248,51.4410512489
16.0066123717,70.6005422039
18.0572250718,54.5420458876
18.1994837929,57.8663672394
11.2423733531,67.4022597668
17.736508922,64.5198175338
11.9951744929,52.0944751026
18.2442208929,76.7925057774
12.4528431978,97.4201089277
14.9901876178,89.7742901701
12.6448379337,59.4259362221
14.9869797342,53.3501975599
16.9002670715,86.392399949
19.0618524294,81.0020427928
10.8548186933,51.0372569005
13.4482983676,55.8863870977
14.6470401274,91.7079137034
15.6950953566,63.7887005941
13.4807697685,93.9271536031
10.5947133288,87.9324775466
17.3138958068,51.5663654424
12.6113902775,57.0328646512
15.5106697115,92.6168064513
14.4180718819,67.0544636356
19.9209882727,64.5821117413
11.8727768628,77.7630192404
11.1433002972,57.9310294906
15.8741750092,57.2209715467
16.8172836545,54.3422936295
16.1222125087,88.5580333536
16.4543456094,91.0978162796
12.1171192994,76.2903983901
17.5385871237,85.8961234538
17.0369955593,51.0250151727
16.0017775507,58.448012875
12.4812321184,94.4756029874
14.448179556,99.4010238002
16.788674001,90.5201687108
18.8616001472,54.1215298128
10.3505137859,93.0577734939
18.2590879445,66.9241903713
19.9407171086,74.0420774016
17.5124062439,96.8656804953
13.4223820086,90.6722314239
15.5436613717,86.9902029812
14.037269162,74.2112281355
12.656941057,56.7193139702
12.5776873599,75.3359301488
11.9165918045,75.382518546
13.8280479699,61.2193759137
18.8131109977,85.6799325661
13.8561066422,57.016304026
14.5001291977,73.3337379083
17.5764920594,54.8304462901
16.8293677812,70.0954946197
10.296739108,96.1798233918
12.2296934792,66.6580976287
14.6090397137,86.2007453153
14.5237887176,89.7627613136
16.1660671853,97.8876088434
16.8875671657,67.6286067281
10.0521273662,71.667912976
11.7683279326,93.9192567175
18.3935814442,94.183928265
13.1789724953,67.2106218228
16.482652732,79.0435370269
13.6228370158,89.3630602407
11.8857740835,74.4451983718
10.6766734963,67.3204729605
11.6322122335,90.7666343995
15.5788369778,78.4454585499
13.697874181,74.2081710795
12.8867074166,92.061800701
17.6754233387,62.6294943851
18.4696078713,89.6172058226
10.7961947555,92.0720946331
16.0090593556,81.3209724844
10.6327728983,77.261255889
11.0468428817,79.5631479029
12.4753125979,53.4290392406
12.9080462461,86.1639528382
14.6927662261,81.4157082791
14.0364317647,98.2874018413
16.0891820793,55.5206020114
14.1505230147,72.3578738322
11.4209228862,97.3268275247
10.7853416516,73.5795804097
10.3954431021,98.9337314857
10.5511373235,89.0457353947
10.9400255396,70.2904537322
10.173925567,94.3703230393
17.3442651549,53.122253354
15.3326373483,63.8603352816
19.8559916708,79.3130936542
18.8416458449,72.2148237492
16.4481935675,86.6447686262
13.8400382833,97.7355504287
10.634796668,92.0629672963
15.3954256972,76.9063427177
12.642299318,53.4319847841
17.6820345939,63.095155558
14.0116533199,85.2743675042
12.1564683902,82.2963982947
16.1130389261,78.3690678756
16.998930518,87.9083261419
16.1021524909,82.3453575727
16.2452428032,84.9365139876
18.9697923387,88.7616105792
14.2324055795,92.5406708015
13.0193165296,90.6948125714
14.2761343725,77.180771742
13.8230802569,65.0943313809
10.4211965528,57.5598871241
16.6272430815,68.3363989001
16.7230857792,98.1348775721
11.8717718044,99.4020096431
18.1361827099,78.043280514
12.4914412239,77.9003741965
15.0555583554,54.4701751573
15.3820252077,54.3352296848
18.5982487792,79.4382112142
12.3592731971,51.295619822
16.2010586657,86.927122406
12.3340893467,57.2987226766
18.2963088642,64.1564221685
15.8016799192,96.7998359202
13.5456599983,85.988300617
17.9512170696,88.606002556
10.833136221,76.5855151166
12.6296018793,79.5565707688
13.7373113432,96.0991084295
18.2898491903,96.6321318112
11.298839266,80.219505379
13.1659736503,59.098497473
16.1107381677,68.703440599
14.2114376046,96.5008091242
18.2445868561,57.0645659708
13.3621931086,88.2580183777
15.486693635,71.96730431
19.259184209,52.397468973
10.3093213432,91.7821391042
18.6456740682,92.0908553472
11.4750344834,81.9713232888
16.1948271884,73.1410615951
11.4208656926,84.220057132
17.8683278041,65.1196109299
19.0427199776,69.244119775
13.8103682236,87.2966762708
16.8257324223,58.32345099
11.6372326516,66.672267029
13.1432632516,52.303522133
16.7818574056,55.1900367707
18.9545437379,92.7063713204
11.6826477079,95.8773057511
18.3734478052,67.6139377697
18.7736454321,80.2569063928
12.367449865,79.6452575695
15.4054911491,81.6910758752
10.9188510505,76.0299275943
17.180481311,64.8749941766
16.2983751506,69.6999489748
13.8003425027,51.4952370227
19.7748084204,95.0098748962
17.8286156457,80.3508504343
11.8792821316,53.8148646825
15.2602294552,54.6811205462
12.2545107345,83.7855215723
17.7441421655,94.4805557324
13.7983580373,75.1263745152
10.8711833884,99.0238998462
15.9196835907,50.8655838557
17.4749827547,73.1415140919
11.5402950913,83.1187372188
16.4852923224,71.5447108513
18.3553913853,96.5895326361
13.6693603343,79.9638210136
16.6797800844,86.1063392999
15.7604746406,84.2109987601
10.48765965,84.3467328274
16.7220828661,57.5317628928
18.738957383,74.1006315005
16.5260438075,63.208121812
13.2983608136,56.4050630544
13.4558477711,77.0213788353
17.440433841,90.1993239411
16.1561830565,98.3985328604
10.7761047287,59.5076671461
13.0717558356,68.9471808019
18.7103503228,87.3141934906
10.3283601698,82.4142762413
10.171239083,71.9198059686
16.7826833872,85.6544332572
18.5051034624,70.7168383914
14.7341120623,69.4172298412
17.6746922936,76.1441697158
12.1137804433,84.5031671675
10.6982749487,81.2330622101
13.6950844951,53.8243192749
16.3449815631,90.5409885286
15.8028034791,83.3512342734
16.321927491,56.3722872902
17.4580210267,89.5689619137
15.9042431144,87.8068012961
13.2987254017,62.7718082833
17.1131728306,91.3595161745
13.1645884917,65.4970695338
11.4111285207,66.9275829776
12.2377651358,67.077801833
13.8283244529,67.7840157704
18.0540908244,98.3010060105
12.0969956841,57.468956746
18.8097957342,82.7649381722
17.7250445107,95.7332574377
19.5533264265,77.4476473623
11.8059925624,86.2723025195
12.9668168146,79.6310822221
10.7928125773,52.7059692913
10.3633151887,72.6444747033
10.57295103,83.43846826
18.9897661737,96.2228906174
15.9960500552,53.9367537868
19.7587385289,70.3320103092
19.3947503612,90.8937239638
11.4041279544,68.7880642703
16.1589355609,70.9655638648
13.0238063945,75.481033281
15.355289341,99.1763559743
11.2576950975,79.8590712031
12.689813435,91.5959903783
19.2926517399,58.0362718335
11.4581350458,80.0895871585
17.5204787563,54.8667022713
19.1150696144,76.5303694121
19.8222276049,91.3439023153
14.9595782811,58.2817924032
10.6582205342,87.5538987881
14.3168624087,94.0405190943
18.726728591,98.3272372125
12.9524944104,60.6038563638
14.2861799629,95.2390222383
12.9805527853,55.0169941473
13.3995223673,95.051111118
12.707952202,62.1332444445
17.842802303,60.7486124797
16.8436151155,79.8543979031
10.1141104277,95.8132438419
13.329281316,75.4075491696
12.6953872372,82.0032124406
12.6790637276,96.9566412616
11.6781479134,70.2658890174
11.1925701949,73.967931605
13.4839176316,99.3226610487
13.5940088835,55.3470650379
12.1972144442,72.7567730978
16.6986540508,73.5161148249
15.9508937357,93.3633927525
15.7984157474,84.1798450713
14.6868468737,67.7259594545
12.7587043482,52.3521994597
19.0656009116,53.7736613526
17.5283782591,62.9463443765
19.7107258118,84.7276584069
19.133108434,87.5487825276
10.2126939213,85.7717517123
13.2684437124,99.9721485139
12.1887874501,99.4655280218
18.3674477216,75.5682360669
13.5757221394,98.4643562478
14.6369184814,63.9727195981
11.1043378554,70.4462080338
19.6060982225,85.7680932328
16.237322408,70.461030673
13.2326250161,82.2114812343
15.9251510711,79.0583236555
13.9240473396,86.5753151419
12.5979636579,75.9430530268
11.8079894236,86.4404305873
17.2044531804,72.8113232756
14.3055711808,57.5455284766
15.7324330084,61.5803890185
11.6494468618,93.5085050379
19.0232759638,55.0146076367
11.6735081115,60.9385679928
17.1888035172,86.924825361
11.9925198586,82.8784624774
15.3754300256,58.0360932139
10.2833121295,82.2295098871
14.0291547595,84.0695359618
11.0228180654,76.4921240243
12.8385786972,68.1492171463
10.0646905891,89.6969433449
14.5219527686,94.8119901322
19.6551452037,71.8569251128
10.8666873899,60.2827086509
10.9842693566,85.6358328175
13.2926934455,62.0931339078
16.507991617,95.7128512811
18.7198208681,64.0367247788
13.3538516361,65.4324946215
13.0187425204,97.5306213458
18.6651363889,98.3542878978
14.3812905518,89.6801215389
17.7701778423,60.8434819419
11.2311938049,76.2762794556
16.1512063637,97.4588168865
13.0531050656,87.8565148018
18.4773157077,89.373998469
17.9246506171,62.6243984485
17.0629719646,58.2963756031
14.304363778,71.4923708378
10.9239301519,76.8188590036
16.5027424028,80.9603068469
11.9120582005,78.1196892778
12.0726726522,63.6028499849
15.5040154353,50.4106781736
19.6029575629,72.418769237
14.3653308909,55.2922634549
13.5605758535,79.6367592938
14.8795479468,78.866795185
13.9517935746,62.4338132435
10.1042409779,54.3689992732
12.4207557653,53.7410794085
17.6938324201,70.9157417626
12.4928676726,97.8881610004
19.2836589503,64.6748687687
16.8905806561,99.6878035888
17.404823933,54.7192389387
19.380429392,88.4403504887
12.7231954046,62.2325351641
11.1449718748,76.3160675576
17.6330545617,63.1447681375
10.647523947,54.549874073
17.650691214,58.9577976034
15.6930983046,77.7059998365
10.4200194816,52.3954001531
19.0444272391,52.9742698122
16.8524275179,75.7545997198
15.3151157433,89.3152804398
18.9555976003,61.2717679455
13.8281173216,61.253819995
17.5424344452,64.820932037
17.8671918512,58.5142220862
17.728930882,62.8701215649
16.3050708139,62.7698286508
13.2537605731,56.4809964269
14.9130038972,53.0647569606
16.8008123378,70.3673870494
17.9485220665,81.0477065225
19.5472751749,63.0842272424
13.3467191865,95.0629929304
11.1700671858,89.5626352117
19.8598942323,84.3634801813
11.2870168215,96.146130734
17.5007185253,54.5338953738
17.131488649,53.8416884349
14.335597724,67.5989243893
18.9617993804,63.1802060784
18.450355269,91.3309285209
11.0855413811,73.8279424278
12.5763890649,67.331966111
14.9742554933,58.5021096239
12.490880277,67.4661440301
13.2652628213,50.0456304259
18.9090113901,61.1118525501
18.9158785688,99.1753390166
12.5140911506,67.5434029072
14.2478576109,95.1236607526
14.6379659961,90.2032419346
14.9510170429,91.9646134205
11.2968142606,74.4521204961
15.9258185641,89.3921790903
10.4357242637,71.3677862859
18.4215466624,88.7382772234
12.497820142,72.9719859905
15.9106734897,71.6275436597
13.7099413801,59.8084519761
16.0584602126,61.2488970291
17.6272600799,66.8746992651
11.8993030893,51.9363478168
16.6632932416,51.5497433729
13.6562185887,69.4839829556
15.7921537896,99.8007386204
13.7649538152,98.3292751523
11.7255924489,98.8351373857
17.7959438233,87.4208766472
18.8995356294,71.590893901
19.3924425233,60.3879930992
14.9226432452,84.7761281769
18.5714791485,94.8960590335
17.5540809683,76.3017724717
10.6127168923,76.527574708
11.8336959744,90.5211609598
14.4171517511,99.1725621527
11.820133358,57.7134167534
16.1200041971,55.8001255025
16.3527530771,63.4106301994
12.9532238615,81.7961872483
14.4421488327,86.1126648955
18.7526969466,85.923588223
10.1953131862,75.4796019624
17.6115057659,52.4849334293
19.5864361386,62.5090320205
10.3007447225,76.7336050458
17.6178744018,70.4122812782
18.1727213431,77.4097157526
14.953777477,50.231339882
15.3560518701,99.0064705629
11.3522466616,59.3675545184
17.9646751105,72.9705652586
10.5849483531,91.6262650966
19.2342412622,72.8966896237
18.5638621703,57.8363349974
18.1811206256,52.8659292977
12.0133578976,72.5245884465
19.3979561539,67.3522566714
15.4259635976,82.0384436135
14.9347315813,69.1373684981
16.8254322892,74.6785939182
14.7544569921,53.1562960703
13.1660003738,51.2638955808
12.0755831224,62.7286552781
14.1839805878,87.3205040326
15.9929442353,73.468045536
10.9792771319,65.7021641045
12.0683643945,92.9791670393
18.8343037158,82.6715925364
17.379283282,89.6050510985
13.4286426581,81.8381730531
11.421417875,63.6311846264
10.6255333625,88.2383503041
11.277698036,57.5642997256
12.8302164983,58.5920741419
15.7723475468,69.0262841958
17.9139128057,80.768279389
15.2440661826,51.818818729
17.3498551896,66.5243354695
15.1721951959,63.5498495889
11.7505475602,87.7435148564
12.6301960885,84.299341157
14.6100553407,91.7495037309
19.6460959342,95.7752072748
12.2324821708,78.8669203936
12.9530470317,60.7182861189
14.7331234897,83.9950811382
11.8941429818,82.4703046703
10.9642590171,53.0619562024
11.5960195237,90.7159447874
18.3457055757,95.5549622239
17.0258260591,55.3213693044
16.1435987513,86.6106135998
12.6548997996,99.1445764062
13.2764677031,73.6613100285
13.2575214419,82.2436916197
19.841248831,78.8283379081
18.2561846238,97.1423718404
15.2639482975,92.3243000988
15.8525904676,75.6651788333
15.4635096711,68.1889003756
12.7216979238,79.3221189241
13.0887883651,54.1995443282
13.7053545013,74.3213041366
12.6321702206,88.5610827798
19.3158238711,50.6551291331
18.2671400327,68.5443435657
19.5745000894,68.8724055642
13.6099803939,59.9815131503
19.7156957038,65.8575303299
19.7012361981,77.485430036
14.0984187156,64.8528894863
11.8390301011,64.8257359334
12.6547433851,52.9146906171
13.3402019514,77.8543057804
14.4656199484,83.4889939916
12.3861435098,51.8135332895
15.041892421,89.5925436546
19.2573339154,61.8658816934
15.2390269139,63.0386566829
16.4371244178,76.2091715715
17.6019260361,63.171163477
10.2462121185,52.8547221484
14.5754910713,76.640650805
18.4919054303,87.3991517622
13.9725587434,95.939564861
17.2049763594,98.3682594315
10.0779707541,65.4719221718
18.6671733655,56.6364581679
11.2183859907,50.2044266513
13.5268737569,76.7309111023
11.6577061944,60.8463245897
17.4079957925,72.0299059652
16.090635591,63.9786149286
18.008902662,95.8322866041
18.7815591419,63.0110794574
16.2978179889,92.0675731268
15.7885057363,50.288831222
10.5044536323,70.4051288669
13.2914891909,90.8447715859
17.9496944595,71.0068761551
14.0784850468,96.3627120141
16.1765137604,95.5636848466
19.6985863457,55.4735570618
18.6346593079,73.0017718364
15.9488388245,50.1278891559
10.9712834376,68.6575024682
15.623180476,70.8900159811
17.5759385046,97.9302792952
19.8334375742,96.9616842193
17.2540712628,89.0829953557
17.9742251595,61.2106966838
11.3687224769,59.7605868716
15.3613074184,73.6579864413
10.4450282501,73.5949486146
15.5280480952,86.1623485045
13.448101877,85.5201018766
14.6960551439,63.3143482192
19.6376737797,51.514650783
12.5830203825,70.1111828948
15.0713176537,93.8680065944
14.3918632159,85.7305396708
19.6487246203,96.1973492765
19.5588443184,50.8208741644
17.2736756161,98.3989090081
17.6378141199,59.4966093793
14.8688934689,60.3146684908
10.1050703396,61.016404093
10.8207248491,88.6193437001
15.6119790021,81.9980225146
14.7329816048,68.4809527857
11.0678562042,62.4411074282
14.3765206343,85.3508221044
10.7949876164,82.2025902552
11.6077666547,77.3721351492
15.6562022951,96.300051398
12.3649618344,51.9576760342
16.6007554377,69.8394539125
11.2026711288,62.3774846608
10.2090404748,53.4197201852
19.8035375968,79.804466246
16.0530827626,69.6307699693
11.2052843198,69.0795203134
11.5610881647,89.7652508754
18.3924774525,55.8759076222
19.3869276526,71.5798915189
10.4256680155,87.0332459911
13.9822064911,79.6382785591
16.533838846,63.2912360143
18.8294348687,86.3747038868
10.0602229171,94.5906415662
12.5010506409,56.7653107184
15.7874526957,60.6557492343
17.2879975452,98.0188985938
14.8086277785,57.2778433487
18.2779760208,77.397953327
15.8385770587,75.6564131079
16.0216740413,74.0417786231
11.0072039705,96.5411115429
14.3344127673,71.4922804147
19.2446124935,97.0368758535
15.5971463308,64.3131596199
14.0811973478,92.2701579432
19.4690228257,83.8837447321
17.1508470257,77.0430005808
17.8749462071,76.5600625318
15.9780678497,50.961675895
18.9619090417,71.5318250666
11.2539922465,88.4350569668
12.0515845251,95.427627275
15.2150741527,56.1679683729
16.4004500503,56.7568526527
12.7400692635,87.7142827939
18.2130676441,52.0161470388
19.4665159422,95.3187956446
16.4941355602,92.3959960263
11.5873304466,81.6513399063
19.0249721345,70.7570382425
11.7547276032,93.5894396399
11.449042999,86.0191860858
14.320778641,68.5379453805
12.6231479056,67.9845233059
10.4229658674,59.6636048747
18.5242413953,74.3612525789
18.270670536,73.0108280083
13.0453454217,59.4497958377
19.5877852755,57.6853956551
17.906704912,96.7514722538
17.7244955571,53.4064008095
